,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode12
Buchnera aphidicola,0,0,0,0,0,0,0,0,0,1,0
Pantoea dispersa,0,0,0,0,0,1,0,0,1,0,0
Pectobacterium carotovorum,0,0,0,0,0,0,0,0,0,0,0
Edwardsiella tarda,0,0,0,0,0,1,0,0,0,0,0
Candidatus Sodalis pierantonius,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp. FP830,0,0,0,0,0,1,1,0,0,0,0
Pseudomonas tolaasii,0,0,0,0,0,1,0,0,0,0,0
Pseudomonas congelans,0,0,0,0,0,1,0,0,0,0,0
Pseudomonas putida,0,0,0,0,0,2,1,0,2,0,1
Pseudomonas umsongensis,0,0,0,0,0,1,0,0,0,0,0
Candidatus Pseudomonas adelgestsugas,0,0,0,0,0,1,0,0,1,0,0
Pseudomonas chlororaphis,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas simiae,0,0,0,0,0,1,0,0,0,1,0
Entomomonas moraniae,0,0,0,0,0,1,0,0,0,0,0
Xanthomonas campestris,0,0,0,0,0,0,0,1,0,0,0
Rhodanobacter thiooxydans,0,0,0,0,0,1,0,0,0,0,0
Thiocapsa bogorovii,0,0,0,0,0,1,0,0,1,0,0
Vibrio coralliilyticus,0,0,0,0,0,1,0,0,0,0,0
Vibrio tubiashii,0,0,0,0,0,1,0,0,0,0,0
Aeromonas hydrophila,0,0,0,0,0,3,0,0,0,0,0
Aeromonas encheleia,0,0,0,0,0,2,1,0,0,0,0
Tolumonas auensis,0,0,0,0,0,0,0,0,0,0,0
Halomonas subglaciescola,0,0,0,0,0,1,0,0,0,0,0
Methylogaea oryzae,0,0,0,0,0,1,0,0,0,0,1
Actinobacillus arthritidis,0,0,0,0,0,1,0,0,0,0,0
Candidatus Comchoanobacter bicostacola,0,0,0,0,0,1,0,0,0,0,0
Piscirickettsia salmonis,0,0,0,0,0,1,0,0,0,0,0
Pirellulimonas nuda,0,0,0,0,0,1,0,0,0,1,0
Kiritimatiella glycovorans,0,0,0,0,0,1,0,0,0,0,0
Geothrix sp. 21YS21S-2,0,0,0,0,0,2,0,0,2,0,0
Prevotella sp. Rep29,0,0,0,0,0,1,0,0,1,0,0
Alkalitalea saponilacus,0,0,0,0,0,1,0,1,1,0,0
Flavobacterium limnophilum,0,0,0,0,0,1,0,0,0,0,0
Capnocytophaga gingivalis,0,0,0,0,0,1,0,0,4,0,1
Tenacibaculum retecalamus,0,0,0,0,0,1,0,0,0,0,0
Kaistella polysaccharea,0,0,0,0,0,1,0,0,0,0,0
Elizabethkingia sp. JS20170427COW,0,0,0,0,0,1,0,0,0,0,0
Fluviicola taffensis,0,0,0,0,0,0,0,0,0,0,0
Hymenobacter jejuensis,0,0,0,0,0,1,0,0,0,0,0
Desulfonema magnum,0,0,0,0,0,1,0,1,0,1,0
uncultured Desulfatiglans sp.,0,0,0,0,0,1,0,0,0,0,1
Archangium violaceum,0,0,0,0,0,1,0,0,1,0,0
Treponema ruminis,0,0,0,0,0,1,0,0,0,0,0
Candidatus Endomicrobium trichonymphae,0,0,0,0,0,1,0,1,2,0,0
Clostridium scatologenes,0,0,0,0,0,0,1,1,0,0,0
Anaeromicropila herbilytica,0,0,0,0,0,0,2,3,0,0,2
Flavonifractor plautii,0,0,0,0,0,0,1,0,0,0,0
Monoglobus pectinilyticus,0,0,0,0,0,0,1,0,1,0,0
Allobacillus halotolerans,0,0,0,0,0,0,1,0,0,0,0
Paenibacillus sp. DCT19,0,0,0,0,0,0,1,0,0,0,0
Paenibacillus sp. Y412MC10,0,0,0,0,0,0,1,0,1,0,1
Paenibacillus yonginensis,0,0,0,0,0,0,1,0,0,0,0
Paenibacillus montanisoli,0,0,0,0,0,0,1,0,0,0,0
Cohnella cholangitidis,0,0,0,0,0,0,1,0,1,0,0
Brevibacillus brevis,0,0,0,0,0,0,0,0,0,0,0
Brevibacillus laterosporus,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus felis,0,0,0,0,0,0,1,0,1,0,0
Staphylococcus warneri,0,0,0,0,0,0,1,0,1,0,0
Alicyclobacillus sp. SO9,0,0,0,0,0,0,1,0,0,0,0
Weissella ceti,0,0,0,0,0,0,1,0,0,0,0
Secundilactobacillus paracollinoides,0,0,0,0,0,0,1,0,0,0,1
Ligilactobacillus sp. BD7642,0,0,0,0,0,0,1,0,0,0,0
Humibacter ginsenosidimutans,0,0,0,0,0,0,1,0,0,0,0
Isoptericola sp. AK164,0,0,0,0,0,0,1,0,0,0,0
Ornithinimicrobium sp. INDO-MA30-4,0,0,0,0,0,0,1,0,0,0,0
Brevibacterium casei,0,0,0,0,0,0,1,0,0,0,0
[Mycobacterium] stephanolepidis,0,0,0,0,0,0,1,0,0,0,0
Rhodococcus sp. WAY2,0,0,0,0,0,0,1,0,0,0,0
Streptomyces sp. AM2-3-1,0,0,0,0,0,0,1,0,0,0,0
Streptomyces ambofaciens,0,0,0,0,0,0,0,0,0,0,0
Natronoglycomyces albus,0,0,0,0,0,0,1,0,3,1,0
Nocardiopsis exhalans,0,0,0,0,0,0,1,0,0,0,0
Saccharomonospora marina,0,0,0,0,0,0,0,0,0,0,0
Actinomyces sp. zg-332,0,0,0,0,0,0,1,0,0,0,0
Halomicronema hongdechloris,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium diazoefficiens,0,0,0,0,0,0,1,0,0,0,0
Methylobacterium oryzae,0,0,0,0,0,0,0,0,0,0,0
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1,0,0,0,0,0,0,1,0,0,0,0
Mesorhizobium opportunistum,0,0,0,0,0,0,0,0,0,0,0
Mesorhizobium japonicum,0,0,0,0,0,0,0,0,0,0,0
Novosphingobium decolorationis,0,0,0,0,0,0,1,0,0,0,0
Burkholderia ubonensis,0,0,0,0,0,0,0,1,0,0,0
Paraburkholderia xenovorans,0,0,0,0,0,0,0,0,0,0,0
Paraburkholderia megapolitana,0,0,0,0,0,0,1,0,0,0,0
Candidatus Vallotia cooleyia,0,0,0,0,0,0,1,0,0,0,0
Ephemeroptericola cinctiostellae,0,0,0,0,0,0,1,0,0,0,0
Comamonas sp. NLF-1-9,0,0,0,0,0,0,1,0,0,0,0
Delftia acidovorans,0,0,0,0,0,0,1,0,0,0,0
Pseudoduganella armeniaca,0,0,0,0,0,0,1,0,0,0,0
Schlegelella aquatica,0,0,0,0,0,0,1,0,1,1,0
Methylibium sp. Pch-M,0,0,0,0,0,0,1,0,0,0,0
Enterobacter cloacae,0,0,0,0,0,0,1,0,1,0,0
Tatumella ptyseos,0,0,0,0,0,0,1,0,0,0,0
Pseudomonas sp. FP2034,0,0,0,0,0,0,1,1,0,0,0
Pseudomonas sp. GXZC,0,0,0,0,0,0,1,0,0,0,0
Pseudomonas sp. FP205,0,0,0,0,0,0,1,3,0,1,1
Pseudomonas sp. 273,0,0,0,0,0,0,1,2,1,0,0
Pseudomonas savastanoi,0,0,0,0,0,0,1,0,1,0,1
Thiohalobacter sp. IOR34,0,0,0,0,0,0,2,1,0,0,0
Legionella sp. PC1000,0,0,0,0,0,0,1,0,0,0,0
Thermotomaculum hydrothermale,0,0,0,0,0,0,1,0,2,0,0
Chryseobacterium sp. Y16C,0,0,0,0,0,0,1,0,0,0,0
Mucilaginibacter mali,0,0,0,0,0,0,1,0,0,0,0
Geovibrio thiophilus,0,0,0,0,0,0,1,0,0,0,0
Clostridium sp. C1,0,0,0,0,0,0,0,2,0,2,2
Clostridium novyi,0,0,0,0,0,0,0,1,0,0,0
Anaerocolumna cellulosilytica,0,0,0,0,0,0,0,1,2,0,0
[Clostridium] scindens,0,0,0,0,0,0,0,1,0,0,0
Terrisporobacter mayombei,0,0,0,0,0,0,0,1,0,0,0
Solibaculum mannosilyticum,0,0,0,0,0,0,0,2,0,0,0
Candidatus Syntrophocurvum alkaliphilum,0,0,0,0,0,0,0,1,0,1,0
Petrocella atlantisensis,0,0,0,0,0,0,0,1,1,0,0
Thermacetogenium phaeum,0,0,0,0,0,0,0,0,0,0,0
Gelria sp. Kuro-4,0,0,0,0,0,0,0,1,0,1,0
Bacillus sp. HBCD-sjtu,0,0,0,0,0,0,0,1,0,0,0
Bacillus stercoris,0,0,0,0,0,0,0,1,0,0,1
Bacillus pumilus,0,0,0,0,0,0,0,1,0,0,0
Lysinibacillus parviboronicapiens,0,0,0,0,0,0,0,2,0,0,0
Geobacillus sp. GHH01,0,0,0,0,0,0,0,1,0,0,0
Shouchella clausii,0,0,0,0,0,0,0,1,0,0,0
Paenibacillus sp. C31,0,0,0,0,0,0,0,1,1,0,0
Paenibacillus sp. N3/727,0,0,0,0,0,0,0,1,0,0,0
Paenibacillus ihbetae,0,0,0,0,0,0,0,1,0,0,0
Paenibacillus stellifer,0,0,0,0,0,0,0,1,0,0,0
Paenibacillus baekrokdamisoli,0,0,0,0,0,0,0,1,0,0,0
Paenibacillus sophorae,0,0,0,0,0,0,0,1,0,0,0
Staphylococcus casei,0,0,0,0,0,0,0,1,0,0,0
Alicyclobacillus acidoterrestris,0,0,0,0,0,0,0,1,1,0,0
Streptococcus urinalis,0,0,0,0,0,0,0,1,0,0,0
Lactobacillus jensenii,0,0,0,0,0,0,0,1,0,0,0
Erysipelothrix larvae,0,0,0,0,0,0,0,1,0,0,0
Catenibacterium sp. co_0103,0,0,0,0,0,0,0,1,0,0,0
Ndongobacter massiliensis,0,0,0,0,0,0,0,1,0,0,0
Arthrobacter sp. CJ23,0,0,0,0,0,0,0,1,0,0,3
Pseudarthrobacter sp. NS4,0,0,0,0,0,0,0,1,0,0,0
Paenarthrobacter sp. JL.01a,0,0,0,0,0,0,0,1,0,0,0
Tetrasphaera sp. HKS02,0,0,0,0,0,0,0,2,0,0,0
Streptomyces sp. So13.3,0,0,0,0,0,0,0,1,0,0,0
Streptomyces sp. RerS4,0,0,0,0,0,0,0,1,1,0,0
Streptomyces sp. CB00271,0,0,0,0,0,0,0,1,0,0,0
Streptomyces noursei,0,0,0,0,0,0,0,1,0,0,0
Streptomyces fradiae,0,0,0,0,0,0,0,1,0,0,0
Mycolicibacterium vanbaalenii,0,0,0,0,0,0,0,1,0,0,0
Pseudonocardia broussonetiae,0,0,0,0,0,0,0,1,0,0,0
Nocardioides marinisabuli,0,0,0,0,0,0,0,1,0,0,0
Cutibacterium acnes,0,0,0,0,0,0,0,1,0,0,1
Micromonospora sp. HUAS LYJ1,0,0,0,0,0,0,0,1,0,0,0
Streptomonospora nanhaiensis,0,0,0,0,0,0,0,1,0,0,0
Mesorhizobium sp. NBSH29,0,0,0,0,0,0,0,1,0,0,0
Mesorhizobium sp. WSM1497,0,0,0,0,0,0,0,1,1,0,0
Cohaesibacter sp. ES.047,0,0,0,0,0,0,0,1,0,0,0
Skermanella pratensis,0,0,0,0,0,0,0,1,0,0,0
Azospirillum sp. TSH100,0,0,0,0,0,0,0,1,0,0,0
Paroceanicella profunda,0,0,0,0,0,0,0,1,0,0,0
Candidatus Paracaedibacter symbiosus,0,0,0,0,0,0,0,1,1,0,0
Caulobacter mirabilis,0,0,0,0,0,0,0,1,1,0,0
Paraburkholderia fungorum,0,0,0,0,0,0,0,7,0,0,2
Collimonas fungivorans,0,0,0,0,0,0,0,0,0,0,0
Paenalcaligenes hominis,0,0,0,0,0,0,0,1,1,0,0
Aquincola tertiaricarbonis,0,0,0,0,0,0,0,2,0,0,0
Nitrosospira lacus,0,0,0,0,0,0,0,1,2,0,0
Methyloversatilis sp. RAC08,0,0,0,0,0,0,0,1,0,2,0
Yersinia entomophaga,0,0,0,0,0,0,0,1,0,0,1
Pantoea vagans,0,0,0,0,0,0,0,0,0,0,0
Dickeya lacustris,0,0,0,0,0,0,0,1,0,0,0
Musicola paradisiaca,0,0,0,0,0,0,0,0,0,0,0
Dongshaea marina,0,0,0,0,0,0,0,1,1,0,0
Pseudomonas sp. CCOS 191,0,0,0,0,0,0,0,1,0,0,0
Pseudomonas sp. ADAK13,0,0,0,0,0,0,0,1,0,0,0
Pseudomonas sp. AA-38,0,0,0,0,0,0,0,1,0,0,0
Pseudomonas sp. IzPS59,0,0,0,0,0,0,0,1,0,0,0
Pseudomonas syringae,0,0,0,0,0,0,0,2,0,0,0
Pseudomonas fuscovaginae,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas mediterranea,0,0,0,0,0,0,0,1,0,0,0
Pseudomonas protegens,0,0,0,0,0,0,0,1,0,0,0
Pseudomonas quebecensis,0,0,0,0,0,0,0,1,0,0,0
Pseudomonas monteilii,0,0,0,0,0,0,0,1,0,0,0
Permianibacter aggregans,0,0,0,0,0,0,0,1,0,0,0
Stutzerimonas stutzeri,0,0,0,0,0,0,0,1,0,0,0
Legionella anisa,0,0,0,0,0,0,0,1,0,0,0
Ectothiorhodospira sp. BSL-9,0,0,0,0,0,0,0,1,0,0,0
Thermochromatium tepidum,0,0,0,0,0,0,0,0,0,0,0
Pseudoalteromonas sp. H100,0,0,0,0,0,0,0,1,0,0,0
Shewanella sp. MTB7,0,0,0,0,0,0,0,1,0,0,0
Neochlamydia sp. S13,0,0,0,0,0,0,0,1,1,0,0
Chloracidobacterium aggregatum,0,0,0,0,0,0,0,0,0,0,0
Flavobacterium sp. CS20,0,0,0,0,0,0,0,1,0,0,1
Flavobacterium sp. MDT1-60,0,0,0,0,0,0,0,1,0,0,0
Flavobacterium oreochromis,0,0,0,0,0,0,0,1,1,0,0
Capnocytophaga haemolytica,0,0,0,0,0,0,0,1,0,0,0
Mesoflavibacter sp. SCSIO 43206,0,0,0,0,0,0,0,1,0,0,0
Blattabacterium sp. (Blatta orientalis),0,0,0,0,0,0,0,0,0,0,0
Faecalibacter bovis,0,0,0,0,0,0,0,1,0,1,0
Rufibacter sp. DG15C,0,0,0,0,0,0,0,1,1,0,0
Marivirga sp. BKB1-2,0,0,0,0,0,0,0,1,1,0,0
Solitalea canadensis,0,0,0,0,0,0,0,0,0,0,0
Parasphaerochaeta coccoides,0,0,0,0,0,0,0,0,0,0,0
Defluviitoga tunisiensis,0,0,0,0,0,0,0,1,0,0,0
Bacillus sp. BD59S,0,0,0,0,0,0,0,0,1,0,0
Bacillus sp. DX3.1,0,0,0,0,0,0,0,0,1,0,0
Cytobacillus pseudoceanisediminis,0,0,0,0,0,0,0,0,1,1,0
Niallia sp. RD1,0,0,0,0,0,0,0,0,1,0,0
Fervidibacillus halotolerans,0,0,0,0,0,0,0,0,1,0,0
Parageobacillus genomosp. 1,0,0,0,0,0,0,0,0,1,0,0
Caldibacillus thermoamylovorans,0,0,0,0,0,0,0,0,1,0,0
Sediminibacillus dalangtanensis,0,0,0,0,0,0,0,0,1,0,0
Halalkalibacter krulwichiae,0,0,0,0,0,0,0,0,1,1,0
Paenibacillus sp. 19GGS1-52,0,0,0,0,0,0,0,0,1,0,0
Paenibacillus sp. B01,0,0,0,0,0,0,0,0,1,0,0
Paenibacillus sp. PHS-Z3,0,0,0,0,0,0,0,0,1,0,0
Paenibacillus sp. FSL R5-0912,0,0,0,0,0,0,0,0,1,0,0
Paenibacillus physcomitrellae,0,0,0,0,0,0,0,0,1,0,0
Paenibacillus cellulosilyticus,0,0,0,0,0,0,0,0,1,0,0
Paenibacillus chitinolyticus,0,0,0,0,0,0,0,0,1,0,0
Sporosarcina sp. P33,0,0,0,0,0,0,0,0,2,0,0
Staphylococcus caprae,0,0,0,0,0,0,0,0,1,0,1
Staphylococcus debuckii,0,0,0,0,0,0,0,0,1,0,0
Exiguobacterium sp. AT1b,0,0,0,0,0,0,0,0,1,0,0
Hydrogenibacillus sp. N12,0,0,0,0,0,0,0,0,1,0,0
Limosilactobacillus mucosae,0,0,0,0,0,0,0,0,1,1,0
Nicoliella spurrieriana,0,0,0,0,0,0,0,0,1,0,0
Weissella jogaejeotgali,0,0,0,0,0,0,0,0,1,0,0
Streptococcus pantholopis,0,0,0,0,0,0,0,0,1,0,0
Crassaminicella profunda,0,0,0,0,0,0,0,0,1,0,0
Peptostreptococcus sp. CBA3647,0,0,0,0,0,0,0,0,1,0,0
Paludicola sp. MB14-C6,0,0,0,0,0,0,0,0,2,0,1
Blautia obeum,0,0,0,0,0,0,0,0,0,0,0
Candidatus Desulforudis audaxviator,0,0,0,0,0,0,0,0,1,0,0
Caldanaerobacter subterraneus,0,0,0,0,0,0,0,0,0,0,0
Thermoanaerobacter brockii,0,0,0,0,0,0,0,0,0,0,0
Caldicellulosiruptor naganoensis,0,0,0,0,0,0,0,0,1,0,0
Zhaonella formicivorans,0,0,0,0,0,0,0,0,1,0,0
Streptomyces roseirectus,0,0,0,0,0,0,0,0,1,0,0
Streptomyces sviceus,0,0,0,0,0,0,0,0,0,0,0
Streptomyces rimosus,0,0,0,0,0,0,0,0,0,0,0
Streptomyces antibioticus,0,0,0,0,0,0,0,0,1,0,0
Streptomyces pluripotens,0,0,0,0,0,0,0,0,1,0,0
Arthrobacter sp. U41,0,0,0,0,0,0,0,0,1,0,0
Lysinibacter sp. HNR,0,0,0,0,0,0,0,0,1,0,0
Leucobacter muris,0,0,0,0,0,0,0,0,1,0,0
Actinotalea sp. JY-7876,0,0,0,0,0,0,0,0,1,0,0
Pengzhenrongella sicca,0,0,0,0,0,0,0,0,1,0,0
Mycolicibacterium phlei,0,0,0,0,0,0,0,0,1,0,0
Rhodococcus sp. P1Y,0,0,0,0,0,0,0,0,1,0,0
Nocardia brasiliensis,0,0,0,0,0,0,0,0,1,0,0
Bifidobacterium lemurum,0,0,0,0,0,0,0,0,1,0,0
Actinosynnema mirum,0,0,0,0,0,0,0,0,0,0,0
Actinomyces massiliensis,0,0,0,0,0,0,0,0,1,0,0
Flaviflexus equikiangi,0,0,0,0,0,0,0,0,1,0,0
Actinomadura sp. WMMA1423,0,0,0,0,0,0,0,0,1,0,0
Kribbella flavida,0,0,0,0,0,0,0,0,0,0,0
Candidatus Planktophila limnetica,0,0,0,0,0,0,0,0,1,0,0
Egicoccus halophilus,0,0,0,0,0,0,0,0,1,0,0
[Phormidium] sp. ETS-05,0,0,0,0,0,0,0,0,2,0,0
Synechococcus sp. PCC 7502,0,0,0,0,0,0,0,0,1,0,0
Dehalococcoides mccartyi,0,0,0,0,0,0,0,0,1,0,0
Mycoplasma sp. 2045,0,0,0,0,0,0,0,0,1,0,0
Mesomycoplasma ovipneumoniae,0,0,0,0,0,0,0,0,1,0,0
Spiroplasma ixodetis,0,0,0,0,0,0,0,0,1,0,0
Deinococcus maricopensis,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium sp. CCGUVB23,0,0,0,0,0,0,0,0,1,0,0
Bradyrhizobium lablabi,0,0,0,0,0,0,0,0,1,0,0
Microvirga sp. 17 mud 1-3,0,0,0,0,0,0,0,0,1,0,0
Methylorubrum sp. B1-46,0,0,0,0,0,0,0,0,1,0,0
Aminobacter sp. SR38,0,0,0,0,0,0,0,0,1,0,0
Oricola thermophila,0,0,0,0,0,0,0,0,1,0,0
Devosia sp. RR2S18,0,0,0,0,0,0,0,0,1,0,0
Parvibaculum lavamentivorans,0,0,0,0,0,0,0,0,0,0,0
Commensalibacter melissae,0,0,0,0,0,0,0,0,1,1,0
Azospirillum baldaniorum,0,0,0,0,0,0,0,0,1,0,0
Niveispirillum cyanobacteriorum,0,0,0,0,0,0,0,0,1,0,0
Cognatishimia activa,0,0,0,0,0,0,0,0,1,0,0
Rhodobaca barguzinensis,0,0,0,0,0,0,0,0,1,0,0
Roseicitreum antarcticum,0,0,0,0,0,0,0,0,1,0,0
Sphingosinicella microcystinivorans,0,0,0,0,0,0,0,0,1,0,1
Sphingomonas daechungensis,0,0,0,0,0,0,0,0,1,0,0
Wolbachia endosymbiont of Cruorifilaria tuberocauda,0,0,0,0,0,0,0,0,1,0,0
Neoehrlichia mikurensis,0,0,0,0,0,0,0,0,1,0,0
Luteithermobacter gelatinilyticus,0,0,0,0,0,0,0,0,1,0,0
Terricaulis silvestris,0,0,0,0,0,0,0,0,1,0,0
Kordiimonas sp. SCSIO 12603,0,0,0,0,0,0,0,0,1,0,0
Ralstonia syzygii,0,0,0,0,0,0,0,0,0,0,0
Candidatus Vallotia tarda,0,0,0,0,0,0,0,0,2,0,0
Comamonas kerstersii,0,0,0,0,0,0,0,0,2,0,0
Variovorax sp. PAMC 28711,0,0,0,0,0,0,0,0,1,0,0
Rhodoferax antarcticus,0,0,0,0,0,0,0,0,1,0,0
Massilia varians,0,0,0,0,0,0,0,0,1,0,0
Oxalobacter formigenes,0,0,0,0,0,0,0,0,1,0,0
Janthinobacterium sp. PLB04,0,0,0,0,0,0,0,0,1,0,0
Aquabacterium sp. J223,0,0,0,0,0,0,0,0,1,0,0
Nitrosospira sp. NRS527,0,0,0,0,0,0,0,0,1,0,0
Oryzomicrobium terrae,0,0,0,0,0,0,0,0,1,0,0
Quatrionicoccus australiensis,0,0,0,0,0,0,0,0,1,0,0
Vitreoscilla stercoraria,0,0,0,0,0,0,0,0,1,0,0
Microvirgula aerodenitrificans,0,0,0,0,0,0,0,0,2,0,0
Ferrovum myxofaciens,0,0,0,0,0,0,0,0,3,0,0
Shigella flexneri,0,0,0,0,0,0,0,0,0,0,0
Xanthomonas sp. GW,0,0,0,0,0,0,0,0,1,0,0
Rhodanobacter denitrificans,0,0,0,0,0,0,0,0,1,0,0
Pseudomonas sp. MPDS,0,0,0,0,0,0,0,0,1,0,0
Pseudomonas sp. BYT-5,0,0,0,0,0,0,0,0,1,0,0
Pseudomonas zeae,0,0,0,0,0,0,0,0,1,0,0
Marinobacter salsuginis,0,0,0,0,0,0,0,0,1,1,0
Solimonas sp. K1W22B-7,0,0,0,0,0,0,0,0,6,0,1
Thiohalobacter sp. COW1,0,0,0,0,0,0,0,0,1,0,0
Wenzhouxiangella sp. AB-CW3,0,0,0,0,0,0,0,0,1,0,1
Halomonas binhaiensis,0,0,0,0,0,0,0,0,1,0,0
Chromohalobacter salexigens,0,0,0,0,0,0,0,0,0,0,0
Candidatus Portiera aleyrodidarum,0,0,0,0,0,0,0,0,1,0,0
Kushneria phosphatilytica,0,0,0,0,0,0,0,0,1,0,0
Vibrio owensii,0,0,0,0,0,0,0,0,2,0,0
Vibrio sp. B1FIG11,0,0,0,0,0,0,0,0,1,0,0
Vibrio vulnificus,0,0,0,0,0,0,0,0,0,0,0
Vibrio panuliri,0,0,0,0,0,0,0,0,1,0,0
Methylococcus sp. EFPC2,0,0,0,0,0,0,0,0,1,0,0
Methylomonas sp. MW1,0,0,0,0,0,0,0,0,1,0,0
Thiomicrospira sp. R3,0,0,0,0,0,0,0,0,1,0,0
Beggiatoa leptomitoformis,0,0,0,0,0,0,0,0,1,0,0
Cysteiniphilum sp. QT6929,0,0,0,0,0,0,0,0,1,0,0
Frederiksenia canicola,0,0,0,0,0,0,0,0,1,0,0
Gemmata massiliana,0,0,0,0,0,0,0,0,1,0,0
Lacipirellula limnantheis,0,0,0,0,0,0,0,0,1,0,0
Chlamydia trachomatis,0,0,0,0,0,0,0,0,1,0,0
Arachidicoccus sp. BS20,0,0,0,0,0,0,0,0,2,0,0
Phnomibacter ginsenosidimutans,0,0,0,0,0,0,0,0,1,0,0
Flavobacterium sp. IMCC34852,0,0,0,0,0,0,0,0,3,0,1
Flavobacterium sp. CJ75,0,0,0,0,0,0,0,0,1,0,0
Flavobacterium sp. KBS0721,0,0,0,0,0,0,0,0,1,0,0
Flavobacterium sp. M31R6,0,0,0,0,0,0,0,0,1,0,1
Flavobacterium sp. CLA17,0,0,0,0,0,0,0,0,1,0,1
Flavobacterium sediminis,0,0,0,0,0,0,0,0,2,0,0
Flavobacterium commune,0,0,0,0,0,0,0,0,1,0,0
Flavobacterium anhuiense,0,0,0,0,0,0,0,0,1,0,0
Myroides sp. SCSIO 72103,0,0,0,0,0,0,0,0,1,0,0
Winogradskyella helgolandensis,0,0,0,0,0,0,0,0,1,0,0
Aureibaculum algae,0,0,0,0,0,0,0,0,1,0,0
Aegicerativicinus sediminis,0,0,0,0,0,0,0,0,1,0,0
Tenacibaculum pacificus,0,0,0,0,0,0,0,0,1,0,0
Abyssalbus ytuae,0,0,0,0,0,0,0,0,1,0,0
Weeksella virosa,0,0,0,0,0,0,0,0,0,0,0
Fulvivirga ligni,0,0,0,0,0,0,0,0,1,0,0
Rufibacter radiotolerans,0,0,0,0,0,0,0,0,1,0,0
Spirosoma rhododendri,0,0,0,0,0,0,0,0,1,0,0
Reichenbachiella sp. Wsw4-B4,0,0,0,0,0,0,0,0,1,0,0
Parabacteroides johnsonii,0,0,0,0,0,0,0,0,1,0,0
Bacteroides thetaiotaomicron,0,0,0,0,0,0,0,0,1,0,0
Bacteroides faecis,0,0,0,0,0,0,0,0,1,0,0
Prevotella intermedia,0,0,0,0,0,0,0,0,1,0,0
Prevotella histicola,0,0,0,0,0,0,0,0,1,0,0
Mucilaginibacter rubeus,0,0,0,0,0,0,0,0,2,0,0
Saprospira grandis,0,0,0,0,0,0,0,0,1,0,0
Haliscomenobacter hydrossis,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbus propionicus,0,0,0,0,0,0,0,0,0,0,0
Desulfocurvibacter africanus,0,0,0,0,0,0,0,0,0,0,0
Maridesulfovibrio salexigens,0,0,0,0,0,0,0,0,0,0,0
Oceanidesulfovibrio marinus,0,0,0,0,0,0,0,0,1,0,0
Candidatus Saccharimonas aalborgensis,0,0,0,0,0,0,0,0,1,0,0
Gracilinema caldarium,0,0,0,0,0,0,0,0,0,0,0
Brachyspira murdochii,0,0,0,0,0,0,0,0,0,0,0
Bdellovibrio sp. NC01,0,0,0,0,0,0,0,0,1,0,0
Endomicrobium proavitum,0,0,0,0,0,0,0,0,2,0,0
Atribacter laminatus,0,0,0,0,0,0,0,0,1,0,0
Haliovirga abyssi,0,0,0,0,0,0,0,0,1,0,0
Flexistipes sinusarabici,0,0,0,0,0,0,0,0,0,0,0
Planococcus lenghuensis,0,0,0,0,0,0,0,0,0,1,0
Paenibacillus barcinonensis,0,0,0,0,0,0,0,0,0,1,0
Lacticaseibacillus rhamnosus,0,0,0,0,0,0,0,0,0,1,0
Hungatella xylanolytica,0,0,0,0,0,0,0,0,0,1,0
Novisyntrophococcus fermenticellae,0,0,0,0,0,0,0,0,0,1,0
Flintibacter sp. KGMB00164,0,0,0,0,0,0,0,0,0,1,0
Caldinitratiruptor microaerophilus,0,0,0,0,0,0,0,0,0,1,0
Christensenella minuta,0,0,0,0,0,0,0,0,0,1,0
Aceticella autotrophica,0,0,0,0,0,0,0,0,0,1,0
Arthrobacter crystallopoietes,0,0,0,0,0,0,0,0,0,1,0
Cellulomonas sp. PSBB021,0,0,0,0,0,0,0,0,0,1,0
Pontimonas salivibrio,0,0,0,0,0,0,0,0,0,1,0
Bifidobacterium pseudolongum,0,0,0,0,0,0,0,0,0,2,0
Gardnerella vaginalis,0,0,0,0,0,0,0,0,0,1,0
Kitasatospora sp. CM 4170,0,0,0,0,0,0,0,0,0,1,0
Actinoplanes friuliensis,0,0,0,0,0,0,0,0,0,0,0
Marmoricola solisilvae,0,0,0,0,0,0,0,0,0,1,0
Propionibacterium freudenreichii,0,0,0,0,0,0,0,0,0,1,1
Mycoplasma feriruminatoris,0,0,0,0,0,0,0,0,0,1,0
Rhodopseudomonas boonkerdii,0,0,0,0,0,0,0,0,0,1,0
Azospirillum thiophilum,0,0,0,0,0,0,0,0,0,1,1
Rhodovulum sp. P5,0,0,0,0,0,0,0,0,0,1,0
Candidatus Puniceispirillum marinum,0,0,0,0,0,0,0,0,0,0,0
Cupriavidus campinensis,0,0,0,0,0,0,0,0,0,1,0
Paraburkholderia sp. SOS3,0,0,0,0,0,0,0,0,0,1,0
Pulveribacter suum,0,0,0,0,0,0,0,0,0,1,0
Crenobacter cavernae,0,0,0,0,0,0,0,0,0,2,0
