,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode12
Thermacetogenium,0,0,0,0,0,0,0,0,0,0,0
Gelria,0,0,0,0,0,0,0,0,0,0,0
Thermodesulfobium,0,0,0,0,0,0,0,1,0,0,0
Moorella,0,0,0,0,0,0,0,1,1,0,1
Shouchella,0,0,0,0,0,0,0,0,0,0,0
Catenibacterium,0,0,0,0,0,0,0,0,0,0,0
Ndongobacter,0,0,0,0,0,0,0,0,0,0,0
Paenarthrobacter,0,0,0,0,0,0,0,0,0,0,0
Tetrasphaera,0,0,0,0,0,0,0,0,0,0,0
Cutibacterium,0,0,0,0,0,0,0,0,0,0,0
Streptomonospora,0,0,0,0,0,0,0,0,0,0,0
Baekduia,0,0,0,0,0,0,0,1,1,0,0
Cohaesibacter,0,0,0,0,0,0,0,0,0,0,0
Paroceanicella,0,0,0,0,0,0,0,0,0,0,0
Paenalcaligenes,0,0,0,0,0,0,0,0,2,0,0
Aquincola,0,0,0,0,0,0,0,0,0,0,0
Roseateles,0,0,0,0,0,0,0,1,1,0,0
Methyloversatilis,0,0,0,0,0,0,0,0,0,0,0
Musicola,0,0,0,0,0,0,0,0,0,0,0
Dongshaea,0,0,0,0,0,0,0,0,0,0,0
Permianibacter,0,0,0,0,0,0,0,0,0,0,0
Stutzerimonas,0,0,0,0,0,0,0,0,0,0,0
Ectothiorhodospira,0,0,0,0,0,0,0,0,0,0,0
Thermochromatium,0,0,0,0,0,0,0,0,0,0,0
Neochlamydia,0,0,0,0,0,0,0,0,0,0,0
Mesoflavibacter,0,0,0,0,0,0,0,0,0,0,0
Faecalibacter,0,0,0,0,0,0,0,0,0,0,0
Rufibacter,0,0,0,0,0,0,0,0,0,0,1
Tannerella,0,0,0,0,0,0,0,1,0,0,0
Thermodesulfobacterium,0,0,0,0,0,0,0,1,0,0,0
Parasphaerochaeta,0,0,0,0,0,0,0,0,0,0,0
Defluviitoga,0,0,0,0,0,0,0,0,0,0,0
Caldibacillus,0,0,0,0,0,0,0,0,0,0,0
Sediminibacillus,0,0,0,0,0,0,0,0,0,0,0
Halalkalibacter,0,0,0,0,0,0,0,0,0,0,0
Hydrogenibacillus,0,0,0,0,0,0,0,0,0,0,0
Nicoliella,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc,0,0,0,0,0,0,0,0,1,0,0
Peptostreptococcus,0,0,0,0,0,0,0,0,0,0,0
Paludihabitans,0,0,0,0,0,0,0,0,0,0,0
Candidatus Desulforudis,0,0,0,0,0,0,0,0,0,0,0
Caldanaerobacter,0,0,0,0,0,0,0,0,0,0,0
Zhaonella,0,0,0,0,0,0,0,0,0,0,0
Lysinibacter,0,0,0,0,0,0,0,0,0,0,0
Leucobacter,0,0,0,0,0,0,0,0,0,0,0
Actinotalea,0,0,0,0,0,0,0,0,0,0,0
Pengzhenrongella,0,0,0,0,0,0,0,0,0,0,0
Dermacoccus,0,0,0,0,0,0,0,0,1,0,0
Actinosynnema,0,0,0,0,0,0,0,0,0,0,0
Flaviflexus,0,0,0,0,0,0,0,0,0,0,0
Actinomadura,0,0,0,0,0,0,0,0,1,0,0
Candidatus Planktophila,0,0,0,0,0,0,0,0,0,0,0
Egicoccus,0,0,0,0,0,0,0,0,0,0,0
Koinonema,0,0,0,0,0,0,0,0,0,0,0
Oricola,0,0,0,0,0,0,0,0,0,0,0
Parvibaculum,0,0,0,0,0,0,0,0,0,0,0
Commensalibacter,0,0,0,0,0,0,0,0,0,0,0
Niveispirillum,0,0,0,0,0,0,0,0,0,0,0
Cognatishimia,0,0,0,0,0,0,0,0,0,0,0
Rhodobaca,0,0,0,0,0,0,0,0,0,0,0
Roseicitreum,0,0,0,0,0,0,0,0,0,0,0
Sphingosinicella,0,0,0,0,0,0,0,0,0,0,0
Qipengyuania,0,0,0,0,0,0,0,0,1,0,0
Candidatus Neoehrlichia,0,0,0,0,0,0,0,0,0,0,0
Luteithermobacter,0,0,0,0,0,0,0,0,0,0,0
Terricaulis,0,0,0,0,0,0,0,0,0,0,0
Oryzomicrobium,0,0,0,0,0,0,0,0,0,0,0
Quatrionicoccus,0,0,0,0,0,0,0,0,0,0,0
Microvirgula,0,0,0,0,0,0,0,0,0,0,0
Ferrovum,0,0,0,0,0,0,0,0,0,0,0
Shigella,0,0,0,0,0,0,0,0,0,0,0
Marinobacter,0,0,0,0,0,0,0,0,0,0,0
Solimonas,0,0,0,0,0,0,0,0,0,0,0
Wenzhouxiangella,0,0,0,0,0,0,0,0,0,0,0
Chromohalobacter,0,0,0,0,0,0,0,0,0,0,0
Candidatus Portiera,0,0,0,0,0,0,0,0,0,0,0
Kushneria,0,0,0,0,0,0,0,0,0,0,0
Idiomarina,0,0,0,0,0,0,0,0,2,0,0
Methylococcus,0,0,0,0,0,0,0,0,0,0,0
Thiomicrospira,0,0,0,0,0,0,0,0,0,0,0
Beggiatoa,0,0,0,0,0,0,0,0,0,0,0
Cysteiniphilum,0,0,0,0,0,0,0,0,0,0,0
Frederiksenia,0,0,0,0,0,0,0,0,0,0,0
Stieleria,0,0,0,0,0,0,0,0,1,0,0
Phnomibacter,0,0,0,0,0,0,0,0,0,0,0
Aureibaculum,0,0,0,0,0,0,0,0,0,0,0
Aegicerativicinus,0,0,0,0,0,0,0,0,0,0,0
Abyssalbus,0,0,0,0,0,0,0,0,0,0,0
Weeksella,0,0,0,0,0,0,0,0,0,0,0
Spirosoma,0,0,0,0,0,0,0,0,0,0,0
Reichenbachiella,0,0,0,0,0,0,0,0,0,0,0
Haliscomenobacter,0,0,0,0,0,0,0,0,0,0,0
Desulfocurvibacter,0,0,0,0,0,0,0,0,0,0,0
Desulfolutivibrio,0,0,0,0,0,0,0,0,1,0,0
Maridesulfovibrio,0,0,0,0,0,0,0,0,0,0,0
Oceanidesulfovibrio,0,0,0,0,0,0,0,0,0,0,0
Candidatus Saccharimonas,0,0,0,0,0,0,0,0,0,0,0
Gracilinema,0,0,0,0,0,0,0,0,0,0,0
Brachyspira,0,0,0,0,0,0,0,0,0,0,0
Campylobacter,0,0,0,0,0,0,0,0,1,0,1
Hydrogenimonas,0,0,0,0,0,0,0,0,1,0,0
Atribacter,0,0,0,0,0,0,0,0,0,0,0
Haliovirga,0,0,0,0,0,0,0,0,0,0,0
Flexistipes,0,0,0,0,0,0,0,0,0,0,0
Hungatella,0,0,0,0,0,0,0,0,0,0,0
Novisyntrophococcus,0,0,0,0,0,0,0,0,0,0,0
Flintibacter,0,0,0,0,0,0,0,0,0,0,0
Caldinitratiruptor,0,0,0,0,0,0,0,0,0,0,0
Christensenella,0,0,0,0,0,0,0,0,0,0,0
Aceticella,0,0,0,0,0,0,0,0,0,0,0
Cellulomonas,0,0,0,0,0,0,0,0,0,0,0
Pontimonas,0,0,0,0,0,0,0,0,0,0,0
Gardnerella,0,0,0,0,0,0,0,0,0,0,0
Marmoricola,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium,0,0,0,0,0,0,0,0,0,0,0
Rhodovulum,0,0,0,0,0,0,0,0,0,0,0
Candidatus Puniceispirillum,0,0,0,0,0,0,0,0,0,0,0
Pulveribacter,0,0,0,0,0,0,0,0,0,0,0
Crenobacter,0,0,0,0,0,0,0,0,0,0,0
Candidatus Ishikawaella,0,0,0,0,0,0,0,0,0,0,0
Cobetia,0,0,0,0,0,0,0,0,0,0,0
Methylomagnum,0,0,0,0,0,0,0,0,0,0,0
Phocaeicola,0,0,0,0,0,0,0,0,0,0,0
Petrimonas,0,0,0,0,0,0,0,0,0,0,0
Desulforapulum,0,0,0,0,0,0,0,0,0,0,0
Nosocomiicoccus,0,0,0,0,0,0,0,0,0,0,0
Laceyella,0,0,0,0,0,0,0,0,0,0,0
Methylomusa,0,0,0,0,0,0,0,0,0,0,0
Selenobaculum,0,0,0,0,0,0,0,0,0,0,0
Acidilutibacter,0,0,0,0,0,0,0,0,0,0,0
Rathayibacter,0,0,0,0,0,0,0,0,0,0,1
Aquiluna,0,0,0,0,0,0,0,0,0,0,1
Streptosporangium,0,0,0,0,0,0,0,0,0,0,0
Gleimia,0,0,0,0,0,0,0,0,0,0,0
Nakamurella,0,0,0,0,0,0,0,0,0,0,1
Peteryoungia,0,0,0,0,0,0,0,0,0,0,0
Chenggangzhangella,0,0,0,0,0,0,0,0,0,0,0
Nitrospirillum,0,0,0,0,0,0,0,0,0,0,0
Sphingorhabdus,0,0,0,0,0,0,0,0,0,0,0
Limnohabitans,0,0,0,0,0,0,0,0,0,0,0
Rahnella,0,0,0,0,0,0,0,0,0,0,0
Rheinheimera,0,0,0,0,0,0,0,0,0,0,0
Rubinisphaera,0,0,0,0,0,0,0,0,0,0,0
Maioricimonas,0,0,0,0,0,0,0,0,0,0,0
Psychroflexus,0,0,0,0,0,0,0,0,0,0,0
Desulfobacter,0,0,0,0,0,0,0,0,0,0,0
Dictyoglomus,0,0,0,0,0,0,0,0,0,0,1
